75	3	1.0
75	160	2.0
75	163	4.0
75	165	4.5
75	173	3.5
75	296	5.0
75	353	3.5
75	653	3.0
75	832	4.5
75	920	0.5
75	996	4.5
75	1036	4.0
75	1127	3.5
75	1215	4.5
75	1304	2.5
75	1370	4.0
75	1485	4.0
75	1917	2.5
75	2054	1.5
75	2490	4.0
75	2688	3.0
75	2700	4.5
75	2959	4.5
75	3258	1.5
75	3793	3.0
75	3889	3.0
75	3994	3.5
75	5107	3.0
75	5952	3.5
75	6213	4.0
75	6225	0.5
75	6333	4.0
75	7000	3.5
75	7007	4.5
75	7153	3.5
75	32029	4.5
75	32587	5.0
75	45431	3.5
75	45722	4.5
78	17	4.0
78	29	4.5
78	101	4.5
78	111	4.0
78	150	4.0
78	198	2.5
78	223	4.5
78	235	4.0
78	260	4.0
78	296	4.5
78	305	2.0
78	314	4.0
78	327	3.5
78	356	3.5
78	357	5.0
78	468	3.5
78	497	4.0
78	515	4.0
78	527	4.0
78	562	4.5
78	590	4.0
78	608	4.5
78	728	4.0
78	778	5.0
78	800	4.0
78	858	4.0
78	903	4.0
78	904	4.5
78	908	4.5
78	909	3.5
78	912	4.5
78	920	4.5
78	923	4.0
78	969	4.5
78	1019	3.5
78	1041	4.5
78	1073	3.5
78	1084	4.0
78	1085	4.5
78	1089	4.5
78	1090	4.0
78	1097	3.0
78	1129	3.0
78	1136	4.5
78	1172	4.5
78	1175	4.5
78	1178	5.0
78	1179	4.0
78	1183	3.5
78	1185	4.5
78	1186	4.0
78	1193	5.0
78	1196	3.5
78	1197	4.5
78	1199	5.0
78	1200	4.0
78	1201	4.0
78	1202	5.0
78	1207	4.5
78	1208	4.5
78	1210	2.5
78	1215	4.0
78	1217	5.0
78	1219	4.5
78	1220	4.5
78	1222	5.0
78	1225	4.5
78	1234	4.0
78	1238	4.0
78	1240	4.5
78	1244	4.5
78	1245	4.5
78	1246	4.0
78	1250	4.0
78	1252	5.0
78	1253	4.5
78	1254	4.5
78	1258	4.5
78	1259	4.5
78	1262	4.5
78	1270	4.0
78	1272	4.5
78	1273	4.5
78	1278	5.0
78	1279	3.5
78	1285	4.0
78	1287	4.0
78	1288	5.0
78	1292	4.5
78	1295	4.0
78	1296	4.5
78	1299	4.5
78	1300	4.5
78	1304	4.5
78	1307	4.0
78	1343	3.5
78	1358	4.5
78	1387	4.5
78	1394	3.5
78	1449	5.0
78	1500	4.5
78	1617	3.5
78	1629	4.5
78	1641	4.5
78	1653	4.0
78	1663	4.0
78	1676	2.5
78	1682	4.0
78	1694	4.0
78	1732	3.5
78	1834	4.0
78	1885	4.5
78	1904	3.5
78	1916	4.5
78	1921	4.5
78	1923	4.0
78	1952	4.5
78	1953	4.5
78	1960	4.0
78	1963	4.0
78	2028	3.5
78	2064	4.5
78	2076	5.0
78	2108	4.0
78	2109	3.5
78	2117	5.0
78	2140	2.0
78	2144	3.5
78	2150	4.0
78	2174	4.5
78	2176	4.5
78	2186	4.5
78	2232	4.5
78	2248	4.5
78	2288	2.5
78	2289	4.0
78	2290	4.5
78	2291	4.5
78	2294	3.5
78	2300	4.0
78	2316	2.5
78	2321	3.5
78	2346	4.0
78	2359	4.5
78	2387	3.5
78	2390	5.0
78	2395	4.0
78	2396	4.5
78	2406	3.5
78	2427	4.5
78	2435	4.5
78	2502	5.0
78	2527	3.5
78	2528	4.0
78	2530	3.5
78	2532	2.0
78	2600	3.0
78	2662	4.5
78	2664	4.0
78	2671	3.5
78	2672	4.0
78	2692	4.5
78	2701	2.5
78	2706	2.5
78	2710	3.5
78	2716	4.5
78	2747	3.0
78	2761	4.5
78	2779	4.5
78	2791	4.5
78	2840	3.5
78	2858	4.5
78	2917	4.0
78	2918	4.5
78	2919	4.5
78	2947	3.5
78	2959	3.5
78	2968	4.5
78	2973	4.5
78	2985	4.0
78	2997	4.5
78	3045	4.0
78	3052	4.0
78	3060	4.0
78	3067	4.5
78	3070	4.0
78	3072	4.0
78	3090	4.5
78	3104	4.5
78	3135	4.0
78	3168	3.5
78	3175	4.5
78	3198	4.5
78	3201	4.5
78	3253	4.0
78	3326	4.0
78	3328	4.5
78	3359	5.0
78	3397	4.5
78	3418	3.5
78	3421	4.5
78	3448	4.0
78	3471	3.5
78	3481	4.5
78	3504	3.5
78	3521	3.5
78	3527	4.0
78	3552	3.0
78	3608	5.0
78	3658	4.0
78	3671	4.0
78	3676	4.5
78	3698	2.0
78	3702	4.0
78	3706	4.5
78	3793	4.0
78	3863	4.0
78	3911	4.5
78	3925	4.5
78	3959	4.5
78	3967	4.5
78	3996	3.0
78	4027	4.5
78	4034	4.5
78	4042	2.5
78	4085	4.0
78	4119	4.5
78	4131	4.0
78	4223	5.0
78	4226	5.0
78	4310	2.5
78	4333	3.5
78	4338	4.5
78	4349	4.5
78	4361	3.0
78	4443	4.5
78	4467	4.5
78	4485	2.5
78	4518	4.0
78	4641	4.5
78	4642	5.0
78	4713	4.5
78	4842	4.0
78	4855	4.0
78	4873	5.0
78	4918	4.5
78	4981	4.0
78	5049	4.5
78	5139	3.5
78	5198	4.5
78	5288	4.5
78	5299	4.0
78	5339	4.5
78	5410	4.0
78	5445	3.0
78	5468	4.0
78	5693	4.0
78	5747	5.0
